Study ID	Citation	Year published	Year conducted (final year)	Scope	Location name	Country	"LatDD,LonDD"	Woodfuel assessed	Comparator	Comparator (specify)	Forest type  	Specific ecosystem type (author defined)	Natural/planted	"If natural forest, existing forest condition"	Forest size (include units)	Primary source of woodfuel used for domestic consumption	Primary source of woodfuel used for commercial purposes	Activity assessed	List if multiple  activities	Presence of woodfuel policy change	"Presence of alternative technologies i.e.  kilns and
cookstoves"	Short description of policy change and/or alt. technologies OR relevant policy changes known to you that are not mentioned in the paper (please add ** if it is your info and not from the paper)	Target of policy and/or alternative technologies 	"If multiple targets, specify using the same terminology under column W"	"Time elapsed since policy change, introduction of alternative technologies, or initiation of wood energy activity (years)"	Enforcement of rules governing woodfuel activities 	"Presence of other regulations on trade, energy, or environment"	Short description of other regulations on trade/ energy/ environment	"Tenure Regime type"	Tenure - Mixed (specify)	"Tenure - Formal protected area? (i.e. national park, biosphere reserve, etc.)"	Population density (pp/km2 or pp/ha)	"Recent population change in study area, including migration"	Poverty /food insecurity of majority (>50%)	Main source of income for majority (>50%) of population	"Distance to nearest market /urban center (if within urban area, select <10km)"	"Demand for woodfuel 
(local and external)"	Purpose of woodfuel use	"Other contributing factors affecting reported outcomes (i.e. agricultural expansion, livestock grazing, gender-based differences etc.)"	Study outcomes	Source of socioeconomic data	Source of socioeconomic data (specify methods)	Income	Employment	Assets	Equity	Costs	Profit	Other indicators used	Source of health data	Source of health data (specify methods)	Indoor pollution	Ilness	Other  health indicators used	Source of environmental data	Source of environmental data (specify methods)	"Forest cover (natural or planted), including above-ground biomass"	"Forest condition, including forest structure"	Biodiversity	C stocks	GHG emissions	Soil quality	Water quality
560	"Schure J, Levang P, Wiersum KF. Producing Woodfuel for Urban Centers in the Democratic Republic of Congo: A Path Out of Poverty for Rural Households? World Development 2014; 64: S80–S90"	2014	2011	Province/region	Kinshasa 	Congo (Democratic Republic)	"-4.4476821,16.1962508"	both	Multiple case studies	"Location and income groups, charcoal vs fuelwood"	Savanna	Savanna	Natural	mostly degraded	NR	NR	NR	multiple or other (specify)	processing and marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	"Private, commuity"	NR	NR	NR	below poverty line / food insecure	agriculture / livestock	> 60 km	high local - high external	domestic and commercial use	agriculture expansion	socioeconomic	respondent perceptions/recall	Questionnaire survey	Increase/More than comparator	NR	Increase/More than comparator	NR	NR	Increase/More than comparator	Basic needs cover	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
398	"Minten B, Sander K, Stifel D. Forest management and economic rents: Evidence from the charcoal trade in Madagascar. Energy for Sustainable Development 2013; 17: 106–115"	2013	2011	Province/region	Mahajanga	Madagascar	"-15.6873812,46.3202448"	charcoal	Counterfactual	traders in regulated charcoal sector vs. traders in unregulated agricultural sector	Forests	dry natural forest	Natural	NR	NR	Deadwood 	Living trees 	trade/marketing		present	NR	charcoal production and trade are regulated through a licensing system	multiple or other (specify)	production and trade	NR	present	NR	NR	State	"Natural forest is a state property and study areas dry natural forest, while indicates charcoal comes from different ecosystems "	NR	NR	NR	NR	NR	NR	high external	mostly commercial/processing use	"traders in the charcoal sectorwithmore government connections have greater access to the rents that stem from regulation in that sector. In this sector where a significant portion of trade
circumvents regulation, traders' margins are increasing in rent-specific social capital"	socioeconomic	respondent perceptions/recall	trader survey	NR	NR	NR	NR	NR	NR	Rent-margins more for charcoal traders than for agricultural traders	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
398	"Minten B, Sander K, Stifel D. Forest management and economic rents: Evidence from the charcoal trade in Madagascar. Energy for Sustainable Development 2013; 17: 106–115"	2013	2011	Province/region	Antananarivo 	Madagascar	"-18.887503,47.4424743"	charcoal	Counterfactual	traders in regulated charcoal sector vs. traders in unregulated agricultural sector	Forests	dry natural forest	Natural	NR	NR	Deadwood 	Living trees 	trade/marketing		present	NR	charcoal production and trade are regulated through a licensing system	multiple or other (specify)	production and trade	NR	present	NR	NR	State	"Natural forest is a state property and study areas dry natural forest, while indicates charcoal comes from different ecosystems "	NR	NR	NR	NR	NR	NR	high external	mostly commercial/processing use	"traders in the charcoal sectorwithmore government connections have greater access to the rents that stem from regulation in that sector. In this sector where a significant portion of trade
circumvents regulation, traders' margins are increasing in rent-specific social capital"	socioeconomic	respondent perceptions/recall	trader survey	NR	NR	NR	NR	NR	NR	Rent-margins more for charcoal traders than for agricultural traders	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
398	"Minten B, Sander K, Stifel D. Forest management and economic rents: Evidence from the charcoal trade in Madagascar. Energy for Sustainable Development 2013; 17: 106–115"	2013	2011	Province/region	Mahajanga 	Madagascar	"-15.6873812,46.3202448"	charcoal	Counterfactual	traders in regulated charcoal sector vs. traders in unregulated agricultural sector	Forests	dry natural forest	Natural	NR	NR	Deadwood 	Living trees 	trade/marketing		present	NR	charcoal production and trade are regulated through a licensing system	multiple or other (specify)	production and trade	NR	present	NR	NR	State	"Natural forest is a state property and study areas dry natural forest, while indicates charcoal comes from different ecosystems "	NR	NR	NR	NR	NR	NR	high external	mostly commercial/processing use	"traders in the charcoal sectorwithmore government connections have greater access to the rents that stem from regulation in that sector. In this sector where a significant portion of trade
circumvents regulation, traders' margins are increasing in rent-specific social capital"	socioeconomic	respondent perceptions/recall	trader survey	NR	NR	NR	NR	NR	NR	Rent-margins more for charcoal traders than for agricultural traders	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
563	"Seddon N, Tobias J, Yount JW, Ramanampamonjy JRM, Butchart S,  Randrianizahana H. Conservation issues and priorities in the Mikea Forest of south-west Madagascar Oryx 2000; 35:287-304"	2000	2000	Designated area/reserve	Mikea Forest	Madagascar	"-22.6, 43.4"	charcoal	Time series	NR	Woodlands	Decidous Dry forest and scrubland	NR	slightly degraded	"29,000 sqkm (includes another forest)"	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	Harvesting and processing	present	NR	NR	multiple or other (specify)	"Harvesting, processing permits"	NR	absent	NR	NR	Community	NR	No	NR	Increase/inward	NR	mixed	NR	NR	domestic and commercial use	agriculture expansion	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"Satellite imagery, GIS mapping, transect walk"	Mixed	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
564	"Semple S, Devakumar D, Fullerton DG, Thorne PS, Metwali N, Costello A, Gordon SB, Manandhar DS, Ayres JG. Airborne endotoxin concentrations in homes burning biomass fuel. Environmental Health Perspectives 2010; 118: 988-991"	2010	2008	Village/city	Chikwawa village Blantyre	Malawi	"-16.031128,34.7800969"	both	Time series	24 hr monitoring	NR	NR	NR	NR	NR	NR	NR	consumption	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	domestic and commercial use	NR	health	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Sampling Airborne particulate Matter	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
565	Shackleton CM. Fuelwood harvesting and sustainable utilisation in a communal grazing land and protected area of the eastern Transvaal Lowveld. Biological Conservation 1993; 63: 247-254	1993	1990	Plot/sample site(s)	"Okkeneutboon-Gazankulu, Wits Rural facility"	South Africa	"-24.3099951,31.0396973"	firewood	Control-Impact	Unharvested areas -WRF	NR	NR	Natural	slightly degraded	740 ha	Mix of deadwood and living trees	NR	harvesting	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	Community	NR	No	NR	Increase/inward	NR	NR	NR	NR	domestic and commercial use	NR	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	"Transects, interviews"	Neutral/No change	Neutral/No change	Increase/More than comparator	NR	NR	Neutral/No change	NR
570	"Shackleton CM, Guthrie G, Keirungi J, Stewart J. Fuelwood availability and use in the Richtersveld National Park, South Africa. Koedoe, 2003; 46: 1-8"	2003	NR	Designated area/reserve	Richtersveld National Park	South Africa	"-28.6122966,16.4884639"	firewood	None (single case study)	Harvested vs available in forest	NR	Raparian fringe	Natural	good/excellent	NR	Deadwood 	NR	multiple or other (specify)	Harvesting and management	NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	Community and state	Yes	26hh	NR	NR	NR	NR	NR	domestic and commercial use	NR	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	"Transects, interviews"	Neutral/No change	Neutral/No change	Neutral/No change	NR	NR	NR	NR
571	"Shackleton CM, McConnachie M, Chauke MI, Mentz J, Sutherland F, Gambiza J, Jones R. Urban fuelwood demand and markets in a small town in South Africa: Livelihood vulnerability and alien plant control. International Journal of Sustainable Development and World Ecology 2006; 13:481-491"	2006	2004	Village/city	"Makama, Grahamstown"	South Africa	"-33.1799955,26.2599622"	firewood	None (single case study)	Minimum wage	NR	NR	NR	NR	NR	NR	NR	trade/marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	wage-labor / remittances	< 10 km	low local - low external	domestic and commercial use	urban influx and lack of employment	socioeconomic	respondent perceptions/recall	Interviews	Decrease/Less than comparator	Increase/More than comparator	NR	NR	Mixed	Mixed	Time allocated to business	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
575	"Shively G, Jagger P, Sserunkuuma D, Arinaitwe A, Chibwana C. Profits and margins along Uganda's charcoal value chain. International Forestry Review 2010; 12: 270-283"	2010	2008	County/District/Dpt	"Hoima, Nakasongola, Masindi"	Uganda	"1.4322576,31.3426209"	charcoal	Multiple case studies	Value chain actors	Savanna	savanna	Natural	NR	"128,759 to 446,398 ha"	NR	NR	trade/marketing	processing and marketing	present	NR	NR	multiple or other (specify)	Transportation and trade	10-15 years	present	NR	NR	Community	NR	No	"37,000-39,000 pple"	NR	NR	NR	NR	high local - high external	domestic and commercial use	agriculture expansion	socioeconomic	respondent perceptions/recall		Mixed	Mixed	Decrease/Less than comparator	Mixed	Mixed	Mixed		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
575	"Shively G, Jagger P, Sserunkuuma D, Arinaitwe A, Chibwana C. Profits and margins along Uganda's charcoal value chain. International Forestry Review 2010; 12: 270-283"	2010	2008	County/District/Dpt	"Hoima, Nakasongola, Masindi"	Uganda	"1.3118269,32.1169871"	charcoal	Multiple case studies	Value chain actors	Savanna	savanna	Natural	NR	"128,759 to 446,398 ha"	NR	NR	trade/marketing	processing and marketing	present	NR	NR	multiple or other (specify)	Transportation and trade	10-15 years	present	NR	NR	Community	NR	No	"37,000-39,000 pple"	NR	NR	NR	NR	high local - high external	domestic and commercial use	agriculture expansion	socioeconomic	respondent perceptions/recall		Mixed	Mixed	Decrease/Less than comparator	Mixed	Mixed	Mixed		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
575	"Shively G, Jagger P, Sserunkuuma D, Arinaitwe A, Chibwana C. Profits and margins along Uganda's charcoal value chain. International Forestry Review 2010; 12: 270-283"	2010	2008	County/District/Dpt	"Hoima, Nakasongola, Masindi"	Uganda	"1.6859648,31.7109632"	charcoal	Multiple case studies	Value chain actors	Savanna	savanna	Natural	NR	"128,759 to 446,398 ha"	NR	NR	trade/marketing	processing and marketing	present	NR	NR	multiple or other (specify)	Transportation and trade	10-15 years	present	NR	NR	Community	NR	No	"37,000-39,000 pple"	NR	NR	NR	NR	high local - high external	domestic and commercial use	agriculture expansion	socioeconomic	respondent perceptions/recall		Mixed	Mixed	Decrease/Less than comparator	Mixed	Mixed	Mixed		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
592	"Tabuti JRS, Dhillion SS, Lye KA. Firewood use in Bulamogi County, Uganda: species selection, harvesting and consumption patterns. Biomass and Bioenergy 2003; 25: 581–596"	2003	2001	County/District/Dpt	"Bulamogi County, Kamuli district "	Uganda	"1.0834299,33.3449389"	both	None (single case study)	NR	Mixed	"mixture of woodlands, a wooded savanna and an extensive wetland"	Both	NR	NR	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	"harvesting, processing, consumption, trade/marketing"	present	absent	"charcoal making is illegal, but many are still engaged in it"	processing	NR	NR	NR	NR	NR	NR	NR	No	170 pp/km2	NR	NR	agriculture / livestock	NR	high local	domestic and commercial use	land clearance for agriculture contributes to deforestation; cultural taboos against using particular species (now weakening due to Christian influences)	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	"Semi-structured interviews, questionnaires, and direct observations"	Decrease/Less than comparator	NR	Decrease/Less than comparator	NR	NR	NR	NR
593	"Tabuti JRS, Ticktin T, Arinaitwe MZ, Muwanika VB. Community attitudes and preferences towards woody species: implications for conservation in Nawaikoke, Uganda. Oryx 2009; 43: 393-402"	2009	2007	Village/city	"Kisanga-B and Kyalizwa-nyuma villages, Nawaikoke Sub-county, Kaliro District"	Uganda	"1.0984004,33.3769414"	both	None (single case study)	NR	Mixed	"dry savannah swamps, moist savannah, grassland"	Both	NR	NR	Living trees 	NR	multiple or other (specify)	"management of natural trees, harvesting"		absent	NR	NR	NR	NR	NR	environmental	"""Although structures now exist for the protection of the environment, respondents regarded them as ineffective""
for tree conservation."	NR	NR	No	210 pp/km2	Increase/inward	below poverty line / food insecure	agriculture / livestock	NR	high local	domestic and commercial use	"clearing of fallow lands for agriculture contributes to loss of woody vegetation; expansion of crop agriculture into seasonally flooded wetlands causes loss of habitat; wood for housing, timber, and brick burning; poor management; cultural taboos that had protected certain tree species are now weak; institutional infrastructure is also weaker than what it was before ; poverty and tree pests also lead to loss of trees"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	"group interviews, focus group discussions, individual interviews with key informants, household interviews and list-scoring, and preference-ranking techniques"	NR	NR	Decrease/Less than comparator	NR	NR	NR	NR
595	"Taylor ET, Nakai S. Prevalence of Acute Respiratory Infections in Women and Children in Western Sierra Leone due to Smoke from Wood and Charcoal Stoves. International Journal of Environmental Research and Public Health 2012; 9: 2252-65"	2012	2011	Province/region	Western Sierra Leone	Sierra Leone	"8.4346619,-13.2639368"	both	Counterfactual	reported national average of prevalence of acute respiratory infections (ARI)	NR	NR	NR	NR	NR	NR	NR	consumption	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	high local	mostly domestic use	study of effects on women and children in kitchens; poorer households are generally more likely to use wood than charcoal; ventilation of kitchen 	health	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	respondent perceptions (questionnaire survey) and direct measurements of suspended particulate matter using digital realtime LD-3K2 dust monitor 	Increase/More than comparator	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
596	"Tee NT, Ancha PU, Asue J. Evaluation of fuelwood consumption and implications on the environment: case study of Makurdi area in Benue state, Nigeria. Journal of Applied Biosciences 2009; 19: 1041-1048"	2009	2008	Designated area/reserve	"Six council wards (Agan, Fiidi, Wailomayo, Modern market, Central South Mission and North Bank II) of Makurdi Local Government Area (LGA), Benue State"	Nigeria	"7.7291727,8.5209065"	firewood	None (single case study)	NR	Mixed	"forests, savanna, trees on farm"	Both	NR	NR	Living trees 	Living trees 	multiple or other (specify)	"tree growing, harvesting"	NR	NR	NR	NR	NR	NR	absent	environmental	"""76.7% of the people are aware of forestry laws concerning afforestation and deforestation"" no other info; appears to be regulations against tree-cutting"	Mixed (specify)	"open access areas, private, and state"	NR	915pp/km2	NR	NR	mixed	< 10 km	high local	domestic and commercial use	"removal of trees for construction and agricultural purposes; traditional inhabitants felt they are the legitimate and bona-fide owners of the forest, and so government has no control on them."	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	Focus group discussions and personal observations during ecological surveys	Decrease/Less than comparator	NR	Decrease/Less than comparator	NR	NR	NR	NR
598	"Thorsson S, Holmer B, Andjelic A, Linden J, Cimerman S, Barregard L. Carbon monoxide concentrations in outdoor wood-fired kitchens in Ouagadougou, Burkina Faso-implications for women's and children's health. Environmental Monitoring and Assessment 2014; 186:4479  doi:10.1007/s10661-014-3712-y"	2014	2010	Village/city	"Nongremassom district, Ouagadougou"	Burkina Faso	"12.3796188,-1.5233655"	firewood	Counterfactual	Reference station chosen for urban background level of CO measurements; CO levels also compared against WHO guidelines 	NR	NR	NR	NR	NR	Purchased at market 	NR	consumption	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	NR	Increase/inward	NR	NR	< 10 km	high local	mostly domestic use	"study of health effects among women and children; long- range transportation of dust from the Sahara desert is an important source of suspended PM; During the dry season, the air pollution in Ouagadougou is aggravated by the very stable nocturnal atmospheric conditions, preventing dispersion and dilution of air; location of kitchen in house (kitchens located in open yards and kitchens located in closed yards, i.e. surrounded by walls or had a roof.); other contextual factors include household size, income level, burning time of fires"	health	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	respondent perceptions on health and passive electrochemical sensors to measure CO concentration	Mixed	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
